LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESE SIMP.
"STR_SMP_01028","Убейте 500 заражённых","Kill 500 infected","Kill 500 infected","Kill 500 infected","Убейте 500 заражённых","Kill 500 infected","Kill 500 infected","Kill 500 infected","Kill 500 infected","Kill 500 infected","Kill 500 infected","Kill 500 infected","Kill 500 infected","Kill 500 infected"
"STR_SMP_01029","Убейте первого игрока","Kill the first player","Kill the first player","Kill the first player","Убейте первого игрока","Kill the first player","Kill the first player","Kill the first player","Kill the first player","Kill the first player","Kill the first player","Kill the first player","Kill the first player","Kill the first player"
"STR_SMP_01030","Убейте цель с дистанции 100 метров","Kill a target from 100 meters away","Kill a target from 100 meters away","Kill a target from 100 meters away","Убейте цель с дистанции 100 метров","Kill a target from 100 meters away","Kill a target from 100 meters away","Kill a target from 100 meters away","Kill a target from 100 meters away","Kill a target from 100 meters away","Kill a target from 100 meters away","Kill a target from 100 meters away","Kill a target from 100 meters away","Kill a target from 100 meters away"
"STR_SMP_01031","Убейте цель с дистанции 300 метров","Kill a target from 300 meters away","Kill a target from 300 meters away","Kill a target from 300 meters away","Убейте цель с дистанции 300 метров","Kill a target from 300 meters away","Kill a target from 300 meters away","Kill a target from 300 meters away","Kill a target from 300 meters away","Kill a target from 300 meters away","Kill a target from 300 meters away","Kill a target from 300 meters away","Kill a target from 300 meters away","Kill a target from 300 meters away"
"STR_SMP_01032","Убейте цель с дистанции 500 метров","Kill a target from 500 meters away","Kill a target from 500 meters away","Kill a target from 500 meters away","Убейте цель с дистанции 500 метров","Kill a target from 500 meters away","Kill a target from 500 meters away","Kill a target from 500 meters away","Kill a target from 500 meters away","Kill a target from 500 meters away","Kill a target from 500 meters away","Kill a target from 500 meters away","Kill a target from 500 meters away","Kill a target from 500 meters away"
"STR_SMP_01033","Убийства зомби","Zombie kills","Zombie kills","Zombie kills","Убийства зомби","Zombie kills","Zombie kills","Zombie kills","Zombie kills","Zombie kills","Zombie kills","Zombie kills","Zombie kills","Zombie kills"
"STR_SMP_01034","Убийства игроков","Player kills","Player kills","Player kills","Убийства игроков","Player kills","Player kills","Player kills","Player kills","Player kills","Player kills","Player kills","Player kills","Player kills"
"STR_SMP_01035","убийство игрока","killing a player","killing a player","killing a player","убийство игрока","killing a player","killing a player","killing a player","killing a player","killing a player","killing a player","killing a player","killing a player","killing a player"
"STR_SMP_01036","Удалить","Delete","Delete","Delete","Удалить","Delete","Delete","Delete","Delete","Delete","Delete","Delete","Delete","Delete"
"STR_SMP_01037","Удалить выбранный","Delete selected","Delete selected","Delete selected","Удалить выбранный","Delete selected","Delete selected","Delete selected","Delete selected","Delete selected","Delete selected","Delete selected","Delete selected","Delete selected"
"STR_SMP_01038","Укажите ник или SteamID64","Enter your nickname or SteamID64","Enter your nickname or SteamID64","Enter your nickname or SteamID64","Укажите ник или SteamID64","Enter your nickname or SteamID64","Enter your nickname or SteamID64","Enter your nickname or SteamID64","Enter your nickname or SteamID64","Enter your nickname or SteamID64","Enter your nickname or SteamID64","Enter your nickname or SteamID64","Enter your nickname or SteamID64","Enter your nickname or SteamID64"
"STR_SMP_01039","Управлять Discord webhook","Manage Discord webhook","Manage Discord webhook","Manage Discord webhook","Управлять Discord webhook","Manage Discord webhook","Manage Discord webhook","Manage Discord webhook","Manage Discord webhook","Manage Discord webhook","Manage Discord webhook","Manage Discord webhook","Manage Discord webhook","Manage Discord webhook"
"STR_SMP_01040","Ур. ","Lv. ","Lv. ","Lv. ","Ур. ","Lv. ","Lv. ","Lv. ","Lv. ","Lv. ","Lv. ","Lv. ","Lv. ","Lv. "
"STR_SMP_01041","Уровень клана — лестница развития","Clan level - development ladder","Clan level - development ladder","Clan level - development ladder","Уровень клана — лестница развития","Clan level - development ladder","Clan level - development ladder","Clan level - development ladder","Clan level - development ladder","Clan level - development ladder","Clan level - development ladder","Clan level - development ladder","Clan level - development ladder","Clan level - development ladder"
"STR_SMP_01042","Уровень клана: ","Clan level: ","Clan level: ","Clan level: ","Уровень клана: ","Clan level: ","Clan level: ","Clan level: ","Clan level: ","Clan level: ","Clan level: ","Clan level: ","Clan level: ","Clan level: "
"STR_SMP_01043","Условие скрыто до выполнения.","The condition is hidden until executed.","The condition is hidden until executed.","The condition is hidden until executed.","Условие скрыто до выполнения.","The condition is hidden until executed.","The condition is hidden until executed.","The condition is hidden until executed.","The condition is hidden until executed.","The condition is hidden until executed.","The condition is hidden until executed.","The condition is hidden until executed.","The condition is hidden until executed.","The condition is hidden until executed."
